APY,APY_BASE,APY_REWARD,TVL,DATE
4.98368,4.98368,,453160424,2023-07-31T23:01:33.340Z
4.91876,4.91876,,452675928,2023-08-01T23:01:22.958Z
4.88781,4.88781,,451749065,2023-08-02T23:01:31.084Z
5.22121,5.22121,,451077435,2023-08-03T23:01:42.605Z
5.24456,5.24456,,448919875,2023-08-04T23:01:44.914Z
5.19828,5.19828,,450920444,2023-08-05T23:01:48.082Z
5.20329,5.20329,,449428138,2023-08-06T23:01:26.548Z
5.2271,5.2271,,448627156,2023-08-07T23:01:47.779Z
5.17181,5.17181,,456974592,2023-08-08T23:01:36.778Z
5.16027,5.16027,,457413148,2023-08-09T23:01:51.500Z
5.12534,5.12534,,457705745,2023-08-10T23:02:02.422Z
5.11643,5.11643,,456618182,2023-08-11T23:01:43.279Z
5.10896,5.10896,,457704042,2023-08-12T23:01:33.158Z
5.09419,5.09419,,455071451,2023-08-13T23:02:18.035Z
5.07292,5.07292,,458268829,2023-08-14T23:01:54.464Z
5.01828,5.01828,,457346553,2023-08-15T23:01:35.486Z
5.00906,5.00906,,454839452,2023-08-16T23:01:42.144Z
4.85368,4.85368,,418439024,2023-08-17T23:01:58.801Z
4.806,4.806,,418833809,2023-08-18T23:01:37.938Z
4.80014,4.80014,,419659971,2023-08-19T23:02:00.137Z
4.78517,4.78517,,425130288,2023-08-20T23:02:05.729Z
4.77251,4.77251,,422424709,2023-08-21T23:01:26.307Z
4.78208,4.78208,,410142817,2023-08-22T23:01:42.802Z
4.72063,4.72063,,425875382,2023-08-23T23:01:40.721Z
4.71084,4.71084,,420726786,2023-08-24T23:01:45.652Z
4.70566,4.70566,,420945278,2023-08-25T23:01:43.072Z
4.70568,4.70568,,419266973,2023-08-26T23:01:52.534Z
4.70883,4.70883,,422366813,2023-08-27T23:01:33.602Z
4.68394,4.68394,,421964044,2023-08-28T23:01:14.196Z
4.6701,4.6701,,441503628,2023-08-29T23:01:35.477Z
4.651,4.651,,435965557,2023-08-30T23:01:26.142Z
4.61102,4.61102,,423070480,2023-08-31T23:01:31.959Z
4.52662,4.52662,,418786170,2023-09-01T23:01:40.318Z
4.52427,4.52427,,421541201,2023-09-02T23:01:38.365Z
4.51923,4.51923,,420760410,2023-09-03T23:01:45.414Z
4.51397,4.51397,,418069573,2023-09-04T23:01:51.410Z
4.51007,4.51007,,421474463,2023-09-05T23:01:48.878Z
4.52739,4.52739,,421024406,2023-09-06T23:02:01.942Z
4.40927,4.40927,,427137679,2023-09-07T23:01:41.057Z
4.43186,4.43186,,422244078,2023-09-08T23:01:51.685Z
4.42936,4.42936,,423596490,2023-09-09T23:01:20.821Z
4.42789,4.42789,,419049464,2023-09-10T23:01:33.556Z
4.42572,4.42572,,400550246,2023-09-11T23:01:24.029Z
4.4171,4.4171,,412800689,2023-09-12T23:01:52.978Z
4.41075,4.41075,,416436264,2023-09-13T23:02:03.218Z
4.45854,4.45854,,422892936,2023-09-14T23:01:41.201Z
4.40841,4.40841,,427814547,2023-09-15T23:01:45.606Z
4.40638,4.40638,,425027201,2023-09-16T23:01:46.207Z
4.39879,4.39879,,421011242,2023-09-17T23:01:51.737Z
4.39921,4.39921,,427087781,2023-09-18T23:02:07.214Z
4.38485,4.38485,,427635885,2023-09-19T23:01:41.901Z
4.38475,4.38475,,423028313,2023-09-20T23:01:29.959Z
4.43747,4.43747,,413381749,2023-09-21T23:01:47.096Z
4.43378,4.43378,,415519047,2023-09-22T23:01:53.766Z
4.42082,4.42082,,415770741,2023-09-23T23:01:39.966Z
4.42266,4.42266,,414907117,2023-09-24T23:01:16.428Z
4.41494,4.41494,,414267910,2023-09-25T23:01:42.990Z
4.35496,4.35496,,418934573,2023-09-26T23:01:47.761Z
4.33819,4.33819,,421274340,2023-09-27T23:01:41.620Z
3.9385,3.9385,,435530278,2023-09-28T23:01:48.430Z
3.91833,3.91833,,441588636,2023-09-29T23:01:55.416Z
3.92073,3.92073,,443918432,2023-09-30T23:02:02.272Z
3.92046,3.92046,,458762573,2023-10-01T23:01:56.985Z
3.9241,3.9241,,439929454,2023-10-02T23:01:46.124Z
3.84883,3.84883,,443105937,2023-10-03T23:01:38.371Z
3.84839,3.84839,,442199638,2023-10-04T23:01:34.132Z
3.97758,3.97758,,434067812,2023-10-05T23:01:22.270Z
3.98042,3.98042,,441663403,2023-10-06T23:01:43.562Z
3.98177,3.98177,,439612702,2023-10-07T23:01:31.314Z
3.97958,3.97958,,438505848,2023-10-08T23:01:46.030Z
3.89235,3.89235,,430646765,2023-10-09T23:01:45.881Z
3.9391,3.9391,,427662898,2023-10-10T23:01:33.776Z
3.94789,3.94789,,427795819,2023-10-11T23:01:44.642Z
3.89859,3.89859,,420932156,2023-10-12T23:01:49.435Z
3.88845,3.88845,,424361807,2023-10-13T23:01:26.656Z
3.88434,3.88434,,426488395,2023-10-14T23:01:26.910Z
3.87918,3.87918,,426615218,2023-10-15T23:01:41.309Z
3.86662,3.86662,,436378028,2023-10-16T23:01:21.272Z
3.8353,3.8353,,429628614,2023-10-17T23:01:35.389Z
3.84151,3.84151,,431354351,2023-10-18T23:01:49.236Z
3.98535,3.98535,,431449031,2023-10-19T23:01:50.348Z
3.98103,3.98103,,443710576,2023-10-20T23:01:38.291Z
3.98212,3.98212,,450717437,2023-10-21T23:01:49.568Z
3.97485,3.97485,,456622713,2023-10-22T23:01:38.018Z
3.97911,3.97911,,489086485,2023-10-23T23:01:48.977Z
3.92878,3.92878,,499155163,2023-10-24T23:01:48.505Z
3.917,3.917,,501338421,2023-10-25T23:01:15.052Z
3.64291,3.64291,,505894483,2023-10-26T23:01:39.632Z
3.634,3.634,,499597807,2023-10-27T23:01:19.233Z
3.63473,3.63473,,500361487,2023-10-28T23:01:14.892Z
3.63555,3.63555,,508407888,2023-10-29T23:01:11.285Z
3.66488,3.66488,,509395066,2023-10-30T23:01:18.268Z
