APY,APY_BASE,APY_REWARD,TVL,DATE
4.63552,4.63552,,2149531837,2023-05-29T23:01:27.538Z
3.82894,3.82894,,2164262286,2023-05-30T23:02:09.525Z
4.44066,4.44066,,2115790288,2023-05-31T23:01:41.502Z
4.66355,4.66355,,2102824294,2023-06-01T23:01:28.084Z
4.02979,4.02979,,2146625528,2023-06-02T23:01:36.609Z
3.63091,3.63091,,2134119908,2023-06-03T23:01:25.731Z
3.30372,3.30372,,2160484420,2023-06-04T23:01:34.927Z
3.77245,3.77245,,2053557979,2023-06-05T23:01:14.964Z
3.94635,3.94635,,2093728138,2023-06-06T23:01:27.567Z
3.55202,3.55202,,2029786843,2023-06-07T23:01:37.076Z
3.49836,3.49836,,2040523237,2023-06-08T23:01:19.681Z
3.23519,3.23519,,2022492197,2023-06-09T23:01:43.430Z
3.5384,3.5384,,1923049190,2023-06-10T23:01:23.887Z
3.08121,3.08121,,1919107378,2023-06-11T23:01:32.114Z
3.26547,3.26547,,1898425262,2023-06-12T23:01:36.043Z
3.35734,3.35734,,1880814867,2023-06-13T23:01:39.606Z
3.23237,3.23237,,1787917878,2023-06-14T23:01:05.893Z
3.82838,3.82838,,1806956770,2023-06-15T23:01:35.198Z
3.43694,3.43694,,1865825137,2023-06-16T23:01:41.603Z
3.65291,3.65291,,1879912222,2023-06-17T23:01:19.747Z
3.48271,3.48271,,1878967737,2023-06-18T23:01:39.504Z
3.23822,3.23822,,1887939169,2023-06-19T23:01:56.913Z
3.29565,3.29565,,1948320115,2023-06-20T23:01:33.519Z
3.49435,3.49435,,2044381077,2023-06-21T23:01:25.056Z
3.43151,3.43151,,2034938437,2023-06-22T23:01:16.576Z
3.38854,3.38854,,2052247650,2023-06-23T23:01:14.867Z
3.25949,3.25949,,2039630542,2023-06-24T23:01:34.392Z
3.09995,3.09995,,2075387450,2023-06-25T23:01:32.731Z
3.03395,3.03395,,2046043237,2023-06-26T23:01:33.100Z
3.22957,3.22957,,2081435268,2023-06-27T23:01:53.575Z
7.66097,7.66097,,2017618209,2023-06-28T23:01:39.746Z
3.79998,3.79998,,2051421566,2023-06-29T23:01:35.353Z
4.01501,4.01501,,2165978145,2023-06-30T23:01:32.973Z
3.42675,3.42675,,2156544499,2023-07-01T23:01:35.193Z
3.2083,3.2083,,2180981551,2023-07-02T23:01:30.684Z
3.44759,3.44759,,2200654550,2023-07-03T23:01:40.831Z
